model	price(₽)	old_price(₽)	rating	rating_count	company	color	release_date	country	weight(g)	diagonal(inches)	display	refresh_rate(Hz)	memory(Gb)	ram(Gb)	battery(mAh)	processor	front_camera(Mpix)	main_camera
Смартфон realme C51 4/64GB Зеленый RU	7 499		5.0	6	realme		Октябрь 2023 г.	Китай	186 г	6.74 ''	IPS		64 ГБ	4 ГБ	5000	8-ядерный Unisoc T612 UMS9230H, 1.80 ГГц	5 Mpix	Два модуля (50 + 0.08 Mpix)
Смартфон realme 9 8/128GB Белый RU	18 999	30 999	5.0	15	realme	Белый	Июнь 2022 г.	Китай	178 г	6.4 ''	Super AMOLED		128 ГБ	8 ГБ	5000	8-ядерный Qualcomm Snapdragon 680 2.40 ГГц	16 Mpix	Три модуля (108 + 8 + 2 Mpix)
Смартфон TECNO Pova Neo 3 8/128GB Синий RU	12 499	14 990	5.0	3	TECNO	Синий	Июль 2023 г.	Китай		6.8 ''	IPS		128 ГБ	8 ГБ	7000	8-ядерный MediaTek Helio G85 2.00 ГГц	8 Mpix	Два модуля (16 + 2 Mpix)
Смартфон TECNO Spark Go 1 4/128GB, Startrail Black RU	9 999	10 999			TECNO	Черный	Октябрь 2024 г.	Китай	195 г	6.67 ''	IPS	120 Гц	128 ГБ	4 ГБ	5000	8-ядерный Unisoc T615 1.80 ГГц	8 Mpix	13 Mpix
Смартфон Xiaomi Redmi Note 13 Pro 12GB/512GB Levender Purple RU	33 999	34 999			Xiaomi	Фиолетовый	Январь 2024 г.	Китай	187 г	6.67 ''	AMOLED	120 Гц	512 ГБ	12 ГБ	5000	8-ядерный MediaTek Helio G99 Ultra 2.20 ГГц	16 Mpix	Три модуля (200 + 8 + 2 Mpix)
Смартфон Samsung Galaxy A25 6/128GB Голубой EAC	23 999				Samsung	Голубой	Январь 2024 г.		197 г	6.5 ''	Super AMOLED	90 Гц	128 ГБ	8 ГБ	5000	8-ядерный Exynos Exynos 1280 2.40 ГГц	13 Mpix	Три модуля (50 + 8 + 2 Mpix)
Смартфон HONOR X5 32GB Оранжевый RU	5 999		5.0	2	HONOR	Оранжевый	Февраль 2023 г.	Китай	193 г	6.5 ''	TFT LCD		32 ГБ	2 ГБ	5000	8-ядерный MediaTek 6762 2.00 ГГц	5 Mpix	8 Mpix
Смартфон realme 12 8/128GB, Pioneer Green RU	19 999	20 999	5.0	12	realme	Зеленый	Июнь 2024 г.	Китай	187 г	6.67 ''	Full HD Plus AMOLED	120 Гц	128 ГБ	8 ГБ	5000	8-ядерный Qualcomm Snapdragon 685 2.80 ГГц	16 Mpix	Два модуля (50 + 2 Mpix)
Смартфон TECNO Spark Go 2024 4/128GB Золотой RU	8 499	10 990	5.0	2	TECNO	Золотистый	Январь 2024 г.	Китай	195 г	6.6 ''	IPS		128 ГБ	4 ГБ	5000	8-ядерный Unisoc Tiger T606 1.60 ГГц	8 Mpix	Два модуля (13 + 2 Mpix)
Смартфон Xiaomi Redmi Note 13 8/128GB Mint Green RU	18 999	24 999	5.0	2	Xiaomi	Зеленый	Январь 2024 г.	Китай	188 г	6.67 ''	AMOLED	120 Гц	128 ГБ	8 ГБ	5000	8-ядерный Qualcomm Snapdragon 685 2.80 ГГц	16 Mpix	Три модуля (108 + 8 + 2 Mpix)
Смартфон Samsung Galaxy A34 128GB Графит RU	23 499		5.0	3	Samsung	Черный	Март 2023 г.		199 г	6.6 ''	Super AMOLED	120 Гц	128 ГБ	6 ГБ	5000	8-ядерный Samsung Dimensity 1080 2.60 ГГц	13 Mpix	Три модуля (48 + 8 + 5 Mpix)
Смартфон TECNO Spark Go 2024 4/64GB Белый RU	7 999	9 990	5.0	2	TECNO	Белый	Декабрь 2023 г.	Китай	195 г	6.6 ''	IPS		64 ГБ	4 ГБ	5000	8-ядерный Unisoc Tiger T606 1.60 ГГц	8 Mpix	Два модуля (13 + 2 Mpix)
Смартфон Infinix Note 30 8/128 Черный RU	14 999		5.0	3	Infinix	Черный	Июль 2023 г.	Китай	219 г	6.78 ''	IPS	120 Гц	128 ГБ	8 ГБ	5000	8-ядерный MediaTek Helio G99 2.20 ГГц	16 Mpix	Три модуля (64 + 2 + 0.30 Mpix)
Смартфон Samsung Galaxy S24+ 12/512GB Желтый EAC	105 999		5.0	3	Samsung	Желтый	Январь 2024 г.		197 г	6.7 ''	Dynamic AMOLED 2X	120 Гц	512 ГБ	12 ГБ	4900	10-ядерный Exynos 2400 3.30 ГГц	12 Mpix	Три модуля (50 + 12 + 10 Mpix)
Смартфон realme C65 8/256GB Gold RU	16 999	19 999	5.0	4	realme	Золотистый		Китай	185 г	6.67 ''	IPS		256 ГБ	8 ГБ	4880	8-ядерный MediaTek 685 G85, 2.00 ГГц	8 Mpix	Два модуля (50 Mpix)
Смартфон Xiaomi Redmi Note 13 8/128GB Midnight Black RU	18 999	24 999	5.0	2	Xiaomi	Черный	Январь 2024 г.	Китай	188 г	6.67 ''	AMOLED	120 Гц	128 ГБ	8 ГБ	5000	8-ядерный Qualcomm Snapdragon 685 2.80 ГГц	16 Mpix	Три модуля (108 + 8 + 2 Mpix)
Смартфон HUAWEI nova 10 SE 256GB Серебристый EAC	17 999		4.8	8	HUAWEI	Серебристый	Январь 2024 г.	Китай	184 г	6.67 ''	OLED		256 ГБ	8 ГБ	4500	8-ядерный Qualcomm Snapdragon 680 2.40 ГГц	16 Mpix	Три модуля (108 + 8 + 2 Mpix)
Смартфон TECNO Spark Go 2024 4/128GB Черный RU	8 499	10 990	5.0	2	TECNO	Черный	Март 2023 г.	Китай	195 г	6.6 ''	IPS		128 ГБ	4 ГБ	5000	8-ядерный Unisoc Tiger T606 1.60 ГГц	8 Mpix	Два модуля (13 + 2 Mpix)
Смартфон realme C53 256GB Золотой RU	11 999	19 999	5.0	20	realme	Золотистый	Август 2023 г.	Китай	182 г	6.74 ''	IPS		256 ГБ	8 ГБ	5000	8-ядерный Unisoc T612 UMS9230H, 1.80 ГГц	8 Mpix	Два модуля (50 + 0.08 Mpix)
Смартфон Samsung Galaxy S24+ 12/256GB Желтый EAC	92 999		5.0	3	Samsung	Желтый	Январь 2024 г.		197 г	6.7 ''	Dynamic AMOLED 2X	120 Гц	256 ГБ	12 ГБ	4900	10-ядерный Exynos 2400 3.30 ГГц	12 Mpix	Три модуля (50 + 12 + 10 Mpix)
Смартфон realme 10 4/128GB Черный RU	12 999	19 999	5.0	1	realme	Черный	Октябрь 2022 г.	Китай	178.5 г	6.4 ''	AMOLED		128 ГБ	4 ГБ	5000	8-ядерный MediaTek Helio G99 2.20 ГГц	16 Mpix	Два модуля (50 + 2 Mpix)
Смартфон HONOR X9a 6/128GB Мерцающий лед RU	24 999		5.0	10	HONOR	Серебристый	Февраль 2023 г.	Китай	175 г	6.67 ''	OLED		128 ГБ	6 ГБ	5100	8-ядерный Qualcomm Snapdragon 695 2.20 ГГц	16 Mpix	Три модуля (64 + 5 + 2 Mpix)
Смартфон Xiaomi Redmi 12 8/256GB Sky Blue RU	12 999		4.8	5	Xiaomi	Голубой	Июнь 2023 г.	Китай	199 г	6.79 ''	Full HD+		256 ГБ	8 ГБ	5000	8-ядерный MediaTek HelioG88 2.00 ГГц	8 Mpix	Три модуля (50 + 8 + 2 Mpix)
Смартфон TECNO Spark 10 8/128GB Белый RU	10 999	12 990	4.8	11	TECNO	Белый	Май 2023 г.	Китай	188 г	6.56 ''	IPS	90 Гц	128 ГБ	8 ГБ	5000	8-ядерный MediaTek Helio G37 2.30 ГГц	8 Mpix	Два модуля (50 + 0.08 Mpix)
Смартфон Infinix Smart 8 4/128GB Черный RU	8 499	11 999	5.0	2	Infinix	Черный	Ноябрь 2023 г.	Китай	184 г	6.56 ''	HD Plus IPS	60 Гц	128 ГБ	4 ГБ	5000	8-ядерный Unisoc T606 2.20 ГГц	8 Mpix	Два модуля (13 + 0.30 Mpix)
Смартфон Samsung Galaxy S23 FE 128GB Графитовый EAC	50 999				Samsung	Темно-серый	Октябрь 2023 г.	Вьетнам	209 г	6.4 ''	Dynamic AMOLED 2X		128 ГБ	8 ГБ	4500	8-ядерный Samsung Exynos 2200 2.50 ГГц	10 Mpix	Три модуля (50 + 12 + 8 Mpix)
Смартфон realme C53 128GB Золотой RU	9 999	15 999	5.0	20	realme	Золотистый	Август 2023 г.	Китай	182 г	6.74 ''	IPS		128 ГБ	6 ГБ	5000	8-ядерный Unisoc T612 UMS9230H, 1.80 ГГц	8 Mpix	Два модуля (50 + 0.08 Mpix)
Смартфон Samsung Galaxy A35 8/256GB Темно-синий EAC	33 999	38 999	5.0	1	Samsung	Черный	Март 2024 г.		209 г	6.6 ''	Super AMOLED	120 Гц	256 ГБ	8 ГБ	5000	8-ядерный Samsung Exynos 1380 2.40 ГГц	13 Mpix	Три модуля (50 + 8 + 5 Mpix)
Смартфон Samsung Galaxy A14 64GB Зеленый EAC	11 499				Samsung	Зеленый	Март 2023 г.		201 г	6.6 ''	PLS TFT LCD		64 ГБ	4 ГБ	5000	8-ядерный Exynos 850 2.00 ГГц	13 Mpix	Четыре модуля (50 + 5 + 2 + 2 Mpix + 3D ToF)
Смартфон TECNO Spark Go 2024 4/128GB Зеленый RU	8 499	10 990	5.0	2	TECNO	Зеленый	Январь 2024 г.	Китай	195 г	6.6 ''	IPS		128 ГБ	4 ГБ	5000	8-ядерный Unisoc Tiger T606 1.60 ГГц	8 Mpix	Два модуля (13 + 2 Mpix)
Смартфон TECNO Spark 9 Pro 128GB Черный RU	8 999		5.0	2	TECNO	Черный	Август 2022 г.	Китай	197 г	6.6 ''	TFT		128 ГБ	4 ГБ	5000	8-ядерный MediaTek 6769V/CZ 2.00 ГГц	32 Mpix	Три модуля (50 + 2 + 8 Mpix)
Смартфон HUAWEI nova Y90 128GB Полночный черный RU	12 990		5.0	102	HUAWEI	Черный	Сентябрь 2022 г.	Китай	195 г	6.7 ''	IPS		128 ГБ	4 ГБ	5000	8-ядерный Qualcomm Snapdragon 680 2.40 ГГц	8 Mpix	Три модуля (50 + 2 + 2 Mpix)
Смартфон Samsung Galaxy A34 128GB Желтый RU	23 499		5.0	3	Samsung	Желтый	Март 2023 г.		199 г	6.6 ''	Super AMOLED	120 Гц	128 ГБ	6 ГБ	5000	8-ядерный Samsung Dimensity 1080 2.60 ГГц	13 Mpix	Три модуля (48 + 8 + 5 Mpix)
Смартфон Samsung Galaxy A05s 64GB Фиолетовый EAC	12 499				Samsung	Фиолетовый	Ноябрь 2023 г.	Китай	195 г	6.7 ''	PLS LCD	60 Гц	64 ГБ	4 ГБ	5000	8-ядерный Qualcomm Snapdragon 680 2.40 ГГц	13 Mpix	Три модуля (50 + 2 + 2 Mpix + 3D ToF)
Смартфон TECNO Pova 4 128GB Серый RU	10 999		5.0	4	TECNO	Серый	Декабрь 2022 г.	Китай	205 г	6.82 ''	IPS		128 ГБ	8 ГБ	6000	8-ядерный MediaTek Helio G99 2.20 ГГц	8 Mpix	Два модуля (50 + 2 Mpix)
Смартфон realme C67 8/256GB Черный RU	18 999	20 999	4.9	17	realme	Черный		Китай	185 г	6.72 ''	IPS		256 ГБ	8 ГБ	5000	8-ядерный Qualcomm Snapdragon 685 2.80 ГГц	8 Mpix	Два модуля (108 + 2 Mpix)
Смартфон HONOR Magic6 Pro Шалфейный зеленый EAC	109 999	129 999	5.0	16	HONOR	Светло-зеленый	Апрель 2024 г.	Китай	229 г	6.8 ''	OLED		512 ГБ	12 ГБ	5600	8-ядерный Qualcomm Snapdragon 8 Gen 3 3.30 ГГц	50 Mpix	Три модуля (180 + 50 + 50 Mpix)
Смартфон TECNO Spark 10 4/128GB Черный RU	9 999	11 999	4.8	11	TECNO	Черный	Апрель 2023 г.	Китай	188 г	6.56 ''	IPS	90 Гц	128 ГБ	4 ГБ	5000	8-ядерный MediaTek Helio G37 2.30 ГГц	8 Mpix	Два модуля (50 + 0.08 Mpix)
Смартфон Xiaomi Redmi 13 6/128GB, Black RU	15 499	16 499			Xiaomi	Черный	Июнь 2024 г.	Китай	205 г	6.79 ''	IPS LCD	90 Гц	128 ГБ	6 ГБ	5030	8-ядерный MediaTek Helio G91 Ultra 2.00 ГГц	13 Mpix	Два модуля (108 + 2 Mpix)
Смартфон HONOR X7a Plus 6/128GB Мерцающий серебристый EAC	17 999	19 999			HONOR	Серебристый	Июль 2023 г.	Китай	196 г	6.74 ''	LCD		128 ГБ	6 ГБ	6000	8-ядерный MediaTek 6765H 2.30 ГГц	8 Mpix	Четыре модуля (50 + 5 + 2 + 2 Mpix)
Смартфон Xiaomi Redmi 13C 256GB Синий RU	13 999	14 999	3.0	1	Xiaomi	Синий	Декабрь 2023 г.	Китай	192 г	6.74 ''	IPS	90 Гц	256 ГБ	8 ГБ	5000	8-ядерный MediaTek Helio G85 2.00 ГГц	8 Mpix	Два модуля (50 + 2 Mpix + 3D ToF)
Смартфон HONOR X9b 8/256GB Зеленый EAC	28 999	32 990	5.0	8	HONOR	Зеленый	Июнь 2024 г.	Китай	185 г	6.78 ''	AMOLED		256 ГБ	8 ГБ	5800	8-ядерный Qualcomm Snapdragon Qualcomm Snapdragon 6 Gen 1 Adreno A710 2.20 ГГц	16 Mpix	Три модуля (108 + 5 + 2 Mpix)
Смартфон Samsung Galaxy S24 8/256GB Серый EAC	82 999		5.0	3	Samsung	Серый	Январь 2024 г.		168 г	6.2 ''	Dynamic AMOLED 2X	120 Гц	256 ГБ	8 ГБ	4000	8-ядерный Exynos 2400 3.30 ГГц	12 Mpix	Три модуля (50 + 12 + 10 Mpix)
Смартфон realme Note 50 4/128GB Синий RU	8 999	9 990	4.8	12	realme	Синий	Январь 2024 г.	Китай	190 г	6.7 ''	IPS		128 ГБ	4 ГБ	5000	8-ядерный Unisoc Tiger T612 1.80 ГГц	5 Mpix	Два модуля (13 + 0.08 Mpix)
Смартфон Infinix Smart 8 Pro 8/128GB Черный RU	10 999	12 999			Infinix	Черный	Февраль 2024 г.	Китай	184 г	6.56 ''	HD Plus IPS	90 Гц	128 ГБ	8 ГБ	5000	8-ядерный MediaTek G36 2.20 ГГц	8 Mpix	Два модуля (50 + 0.80 Mpix)
Смартфон realme 11 Pro 8/256GB Черный RU	27 999		5.0	20	realme	Черный	Июль 2023 г.	Китай	190 г	6.72 ''	AMOLED		256 ГБ	8 ГБ	5000	8-ядерный MediaTek Dimensity 7050 5G 2.60 ГГц	16 Mpix	Два модуля (100 + 2 Mpix)
Смартфон Samsung Galaxy S23 FE 128GB Мятный EAC	50 999				Samsung	Светло-зеленый	Октябрь 2023 г.	Вьетнам	209 г	6.4 ''	Dynamic AMOLED 2X		128 ГБ	8 ГБ	4500	8-ядерный Samsung Exynos 2200 2.50 ГГц	10 Mpix	Три модуля (50 + 12 + 8 Mpix)
Смартфон Xiaomi Redmi 12C 128GB Лавандовый фиолетовый RU	9 999		5.0	2	Xiaomi	Сиреневый	Март 2023 г.	Китай	192 г	6.71 ''	IPS		128 ГБ	4 ГБ	5000	8-ядерный MediaTek Helio G85 2.00 ГГц	5 Mpix	50 Mpix
Смартфон HONOR X6a 128GB Небесно-голубой EAC	14 999	15 999			HONOR	Голубой		Китай	188 г	6.56 ''	TFT LCD		128 ГБ	4 ГБ	5200	8-ядерный MediaTek Helio G36 2.20 ГГц	5 Mpix	Три модуля (50 + 2 + 2 Mpix)
Смартфон Xiaomi 14 512GB Зеленый RU	94 999	109 999			Xiaomi	Зеленый	Февраль 2024 г.	Китай	188 г	6.36 ''	AMOLED	90 Гц	512 ГБ	12 ГБ	4610	8-ядерный Qualcomm Snapdragon 8 Gen 3 3.30 ГГц	32 Mpix	Два модуля (50 + 50 Mpix + 3D ToF)
Смартфон Poco C65 128GB Blue RU	9 999	13 999	5.0	1	Poco	Синий	Декабрь 2023 г.	Китай	192 г	6.74 ''	IPS		128 ГБ	6 ГБ	5000	8-ядерный MediaTek Helio G85 2.00 ГГц	8 Mpix	Два модуля (50 + 2 Mpix)
Смартфон Xiaomi Redmi A3 4/128GB Star Blue RU	8 999		5.0	1	Xiaomi	Голубой	Февраль 2024 г.	Китай	199 г	6.71 ''	IPS		128 ГБ	4 ГБ	5000	8-ядерный MediaTek Helio G36 2.20 ГГц	5 Mpix	8 Mpix
Смартфон HONOR 70 128GB Полночный черный EAC	26 999		4.6	5	HONOR	Черный		Китай	178 г	6.67 ''	OLED		128 ГБ	8 ГБ	4800	8-ядерный Qualcomm Snapdragon 778G Plus 5G 2.50 ГГц	32 Mpix	Три модуля (54 + 50 + 2 Mpix)
Смартфон HUAWEI nova 10 SE 128GB Сияющий черный RU	13 999		4.8	8	HUAWEI	Черный	Март 2023 г.	Китай	184 г	6.67 ''	OLED		128 ГБ	8 ГБ	4500	8-ядерный Qualcomm Snapdragon 680 2.40 ГГц	16 Mpix	Три модуля (108 + 8 + 2 Mpix)
Смартфон Samsung Galaxy Z Flip6 512GB Серый EAC	129 999				Samsung	Серый	Июль 2024 г.	Вьетнам	187 г	6.7 ''	Dynamic AMOLED 2X		512 ГБ	12 ГБ	4000	8-ядерный Qualcomm Snapdragon 8 Gen 3 3.39 ГГц	10 Mpix	Два модуля (50 + 12 Mpix)
Смартфон Samsung Galaxy A15 8/256GB Синий RU	19 999	21 999			Samsung	Синий	Январь 2024 г.		200 г	6.5 ''	AMOLED		256 ГБ	8 ГБ	5000	8-ядерный MediaTek Helio G99 2.00 ГГц	13 Mpix	Три модуля (50 + 5 + 2 Mpix + 3D ToF)
Смартфон realme 10 8/128GB Белый RU	21 999		5.0	1	realme	Белый	Октябрь 2022 г.	Китай	178.5 г	6.4 ''	AMOLED		128 ГБ	8 ГБ	5000	8-ядерный MediaTek Helio G99 2.20 ГГц	16 Mpix	Два модуля (50 + 2 Mpix)
Смартфон realme C55 256GB Перламутровый RU	13 999		5.0	54	realme	Серебристый	Апрель 2023 г.	Китай	189.5 г	6.72 ''	Full HD IPS		256 ГБ	8 ГБ	5000	8-ядерный MediaTek Helio G88 2.00 ГГц	8 Mpix	Два модуля (64 + 2 Mpix)
Смартфон Xiaomi Redmi 10C 4/64GB Ocean Blue RU	7 999		5.0	11	Xiaomi	Синий	Апрель 2022 г.	Китай	190 г	6.71 ''	Full HD+		64 ГБ	4 ГБ	5000	8-ядерный Qualcomm Snapdragon 680 2.40 ГГц	5 Mpix	Два модуля (50 + 2 Mpix)
Смартфон Xiaomi Redmi Note 13 8/256GB Ice Blue  RU	20 999	27 999	5.0	2	Xiaomi	Голубой	Январь 2024 г.	Китай	188 г	6.67 ''	AMOLED	120 Гц	256 ГБ	8 ГБ	5000	8-ядерный Qualcomm Snapdragon 685 2.80 ГГц	16 Mpix	Три модуля (108 + 8 + 2 Mpix)
Смартфон Xiaomi Redmi Note 13 Pro 8GB/256GB Midnight Black RU	29 999	34 999			Xiaomi	Черный	Январь 2024 г.	Китай	187 г	6.67 ''	AMOLED	120 Гц	256 ГБ	8 ГБ	5000	8-ядерный MediaTek Helio G99 Ultra 2.20 ГГц	16 Mpix	Три модуля (200 + 8 + 2 Mpix)
